0,1,2,3,4
8e-05,8e-05,0.00062,0.01668,0.02459
0.04561,0.05885,0.07212,0.08228,0.08552
0.07911,0.08882,0.09972,0.1128,0.11703
0.06793,0.07495,0.07584,0.07889,0.07934
0.01395,0.017,0.0346,0.03472,0.03786
0.03822,0.05415,0.05613,0.06709,0.07186
0.02795,0.033,0.03809,0.05303,0.07334
0.0614,0.07006,0.07244,0.07422,0.07927
0.02102,0.02408,0.0406,0.06177,0.06323
0.07659,0.09705,0.09961,0.10668,0.11053
0.04601,0.06062,0.07024,0.07043,0.08201
0.02838,0.02904,0.07027,0.0735,0.07651
0.10095,0.11706,0.1299,0.13523,0.14793
0.03816,0.07188,0.07336,0.07939,0.07992
0.08224,0.1098,0.12325,0.12665,0.12945
0.01702,0.02135,0.02834,0.03104,0.03435
0.00813,0.03692,0.0471,0.05176,0.05625
0.01657,0.03632,0.05268,0.0538,0.06521
0.06077,0.0621,0.06602,0.07099,0.08198
0.01368,0.06878,0.10605,0.14949,0.15436
0.00037,0.01566,0.05073,0.06062,0.06492
0.03662,0.06692,0.06961,0.07203,0.07442
0.09619,0.13099,0.14508,0.1805,0.18288
0.01759,0.02508,0.05773,0.06344,0.10871
0.07911,0.08882,0.09972,0.1128,0.11703
0.0112,0.05306,0.05895,0.06261,0.07429
0.04576,0.04606,0.04714,0.04727,0.06221
0.06221,0.06257,0.08871,0.11386,0.12446
0.03209,0.05764,0.0644,0.06793,0.07365
0.10775,0.13341,0.13957,0.17132,0.17276
0.0,8e-05,0.00115,0.01705,0.0235
0.00145,0.00255,0.00392,0.00559,0.00949
0.09021,0.10266,0.10592,0.1354,0.15063
0.03662,0.05237,0.07518,0.07932,0.08642
0.01729,0.02135,0.02722,0.03066,0.03136
0.04994,0.07256,0.08626,0.1111,0.11176
0.07854,0.08628,0.10115,0.10367,0.10565
0.03457,0.04343,0.04579,0.05765,0.06452
0.01702,0.03447,0.04062,0.0453,0.04793
0.02431,0.02908,0.05789,0.06215,0.07471
0.07084,0.18028,0.18365,0.18528,0.2321
0.04449,0.04561,0.05306,0.07307,0.07448
0.0215,0.06159,0.08303,0.09562,0.09825
0.02798,0.03188,0.03948,0.04643,0.05075
0.06536,0.08322,0.12569,0.13469,0.14361
0.01309,0.0141,0.01855,0.02059,0.02338
0.04741,0.08048,0.08809,0.10591,0.1085
0.00312,0.00451,0.00794,0.00882,0.00949
0.01088,0.01154,0.01818,0.02284,0.02398
0.03886,0.04424,0.06368,0.06554,0.07635
0.01565,0.01573,0.02724,0.02904,0.02979
0.01093,0.01979,0.02337,0.033,0.03472
0.02838,0.02904,0.07027,0.0735,0.07651
0.0431,0.0456,0.06008,0.06069,0.07845
0.02387,0.08218,0.10619,0.12802,0.13266
0.0,5e-05,5e-05,5e-05,0.00313
0.08999,0.12077,0.1407,0.15679,0.16008
0.01243,0.01342,0.02479,0.02953,0.02953
0.01565,0.01573,0.02724,0.02904,0.02979
0.02374,0.02734,0.03687,0.04001,0.04502
0.05193,0.06719,0.06787,0.07311,0.0903
0.07411,0.10202,0.11118,0.11145,0.13873
0.04983,0.07026,0.09482,0.10733,0.10809
0.00568,0.00779,0.0078,0.01174,0.01181
0.09619,0.13099,0.14508,0.1805,0.18288
0.0277,0.06693,0.08008,0.08853,0.10791
0.00362,0.00723,0.06307,0.07927,0.08749
0.08594,0.10113,0.11632,0.15319,0.16405
0.15079,0.16565,0.17235,0.18763,0.19112
0.00761,0.02702,0.03447,0.05357,0.0547
0.00761,0.02934,0.03728,0.03779,0.04062
0.04064,0.0445,0.05074,0.05168,0.05301
0.06133,0.06336,0.08818,0.09553,0.10495
0.00871,0.01244,0.01483,0.01642,0.01821
0.11886,0.12851,0.13137,0.13188,0.13743
0.01626,0.01819,0.02053,0.02082,0.02198
0.00651,0.01006,0.02242,0.02396,0.02644
0.0101,0.01068,0.02963,0.03538,0.03858
0.02508,0.03625,0.10663,0.11117,0.11548
0.0301,0.04503,0.04705,0.04785,0.05263
0.01036,0.02601,0.04238,0.04474,0.04528
8e-05,8e-05,0.00062,0.01668,0.02459
0.01778,0.02645,0.04111,0.05091,0.0512
0.00487,0.00963,0.02337,0.03809,0.05344
0.14797,0.15794,0.17607,0.1767,0.17731
0.08999,0.12077,0.1407,0.15679,0.16008
0.10228,0.11176,0.13373,0.14074,0.14858
0.01566,0.01598,0.02619,0.03228,0.04198
0.13228,0.15015,0.15475,0.16556,0.18257
0.00476,0.03144,0.04003,0.04917,0.05628
0.02588,0.039,0.04245,0.05676,0.06758
0.0309,0.04181,0.04631,0.07029,0.07721
0.02095,0.02586,0.04602,0.05504,0.05657
0.10775,0.13341,0.13957,0.17132,0.17276
0.01759,0.03625,0.05538,0.06726,0.10233
0.00487,0.00963,0.02337,0.03809,0.05344
0.02012,0.02101,0.02581,0.03908,0.04005
0.01657,0.03632,0.05268,0.0538,0.06521
0.01566,0.01598,0.02619,0.03228,0.04198
0.02949,0.05054,0.06349,0.06505,0.06686
0.06539,0.08242,0.16187,0.17931,0.20532
0.04027,0.09939,0.12091,0.13593,0.13957
0.01437,0.02479,0.03141,0.03903,0.05103
0.02838,0.02904,0.07027,0.0735,0.07651
0.02387,0.08218,0.10619,0.12802,0.13266
0.00232,0.00352,0.00639,0.0139,0.01681
0.06169,0.06906,0.07573,0.09174,0.09593
0.00918,0.03818,0.06007,0.06555,0.06661
0.00362,0.00798,0.06007,0.09754,0.11254
0.05735,0.06787,0.06943,0.14381,0.14532
0.10932,0.13318,0.15073,0.18932,0.20711
0.00451,0.00492,0.00497,0.00911,0.00942
0.00788,0.00788,0.00788,0.01342,0.02049
0.02185,0.06076,0.06159,0.06299,0.06701
0.01976,0.04499,0.04737,0.05807,0.05895
0.04088,0.07389,0.09715,0.11741,0.118
0.03406,0.05237,0.05313,0.05569,0.06094
0.02777,0.02935,0.05325,0.06679,0.09065
0.01368,0.04444,0.09736,0.12662,0.12929
0.00134,0.00274,0.00274,0.00437,0.00483
0.09745,0.0983,0.10412,0.15076,0.15277
0.04449,0.04561,0.05306,0.07307,0.07448
0.00568,0.01081,0.01217,0.01391,0.01564
0.07011,0.08216,0.09736,0.10234,0.10605
0.02307,0.03673,0.03864,0.04055,0.04909
0.00632,0.00638,0.00681,0.01027,0.01285
0.04278,0.05237,0.07574,0.08099,0.08633
0.01661,0.02955,0.0349,0.03534,0.03837
0.04003,0.05361,0.06145,0.06429,0.06504
0.01698,0.0274,0.05406,0.057,0.06171
0.02984,0.05454,0.0631,0.0772,0.07831
0.01759,0.02508,0.05773,0.06344,0.10871
0.00217,0.00322,0.00431,0.00559,0.00618
0.03822,0.05415,0.05613,0.06709,0.07186
0.02652,0.05454,0.06271,0.06561,0.06764
0.08988,0.13395,0.13513,0.13776,0.14613
0.01519,0.03112,0.0456,0.05263,0.05966
0.00451,0.00492,0.00497,0.00911,0.00942
0.05657,0.0571,0.05789,0.06399,0.07353
0.07084,0.18372,0.18754,0.21513,0.22973
0.00586,0.02582,0.03701,0.03922,0.04243
0.04444,0.04832,0.06878,0.10917,0.11936
0.1361,0.14489,0.15704,0.16743,0.17607
0.00487,0.01208,0.01979,0.02795,0.05105
0.00881,0.01342,0.01536,0.0169,0.01913
0.03878,0.04067,0.04277,0.05774,0.06315
0.05193,0.0899,0.09539,0.0956,0.09888
0.02459,0.03239,0.04429,0.04782,0.05264
0.03745,0.04113,0.04452,0.05494,0.0644
0.02773,0.0354,0.05826,0.07022,0.07219
0.03727,0.04864,0.11615,0.12607,0.13287
0.01759,0.02508,0.05773,0.06344,0.10871
0.0235,0.0235,0.02459,0.02839,0.04737
0.00694,0.01488,0.0235,0.03321,0.05489
0.0682,0.08552,0.09127,0.09281,0.09402
0.01243,0.01437,0.02049,0.03768,0.03768
0.05317,0.05896,0.07082,0.09065,0.0981
0.00927,0.02326,0.02619,0.0419,0.05641
0.04885,0.0553,0.06142,0.07867,0.0899
0.06961,0.07389,0.09575,0.09897,0.1075
0.02228,0.03139,0.04796,0.05467,0.06081
0.01362,0.02687,0.03057,0.03961,0.04261
0.01483,0.02246,0.02728,0.03432,0.04099
0.02873,0.03144,0.03951,0.0439,0.04906
0.0101,0.01068,0.02963,0.03538,0.03858
0.06589,0.0823,0.09023,0.09819,0.10223
0.05573,0.06829,0.08017,0.08215,0.08583
0.00428,0.0051,0.00638,0.0119,0.01381
0.00918,0.03818,0.06007,0.06555,0.06661
0.03561,0.06099,0.06491,0.08106,0.08899
0.02838,0.02904,0.07027,0.0735,0.07651
0.01661,0.02955,0.0349,0.03534,0.03837
0.00143,0.00232,0.01332,0.01882,0.02012
0.02757,0.03144,0.04111,0.05568,0.05661
0.06133,0.06336,0.08818,0.09553,0.10495
0.01435,0.01677,0.03966,0.05743,0.06215
0.02095,0.02586,0.04602,0.05504,0.05657
0.12225,0.13845,0.15519,0.17283,0.1816
0.02798,0.0291,0.05405,0.05539,0.05805
0.00753,0.01142,0.0127,0.02338,0.02398
0.0538,0.06327,0.08184,0.11411,0.1454
0.09286,0.11123,0.1227,0.12566,0.15087
0.03322,0.03759,0.03837,0.03902,0.04404
0.009,0.01237,0.01421,0.01468,0.01485
0.03039,0.03499,0.05615,0.06879,0.06935
0.01449,0.01675,0.01699,0.01703,0.01817
0.12851,0.13288,0.1454,0.19085,0.19578
0.0568,0.05899,0.06686,0.07379,0.08025
0.01883,0.0224,0.02606,0.02716,0.03084
0.07834,0.07865,0.07934,0.0867,0.08915
0.04983,0.07026,0.09482,0.10733,0.10809
0.04027,0.09939,0.12091,0.13593,0.13957
0.02508,0.03625,0.10663,0.11117,0.11548
0.0277,0.06966,0.08145,0.10576,0.12438
0.01626,0.01819,0.02053,0.02082,0.02198
0.03406,0.05237,0.05313,0.05569,0.06094
0.1299,0.18593,0.20915,0.22844,0.27676
0.10095,0.11706,0.1299,0.13523,0.14793
0.01676,0.04535,0.06589,0.07759,0.08101
0.07659,0.09705,0.09961,0.10668,0.11053
0.05525,0.09755,0.15521,0.17581,0.20738
0.00396,0.05016,0.05936,0.05991,0.07311
0.01243,0.01437,0.02049,0.03768,0.03768
0.0357,0.06062,0.07093,0.07178,0.0821
0.00487,0.00963,0.02337,0.03809,0.05344
0.08304,0.0932,0.1004,0.101,0.10457
0.03819,0.04826,0.04945,0.05919,0.06037
0.01661,0.02955,0.0349,0.03534,0.03837
0.08988,0.11318,0.16768,0.19587,0.20468
0.00355,0.01295,0.02615,0.02629,0.03457
0.01976,0.04499,0.04737,0.05807,0.05895
0.02631,0.02789,0.02832,0.03177,0.03188
0.01855,0.02206,0.03071,0.0381,0.04534
0.0395,0.04273,0.04512,0.04593,0.04681
0.00322,0.00459,0.00467,0.00487,0.00543
0.09619,0.13099,0.14508,0.1805,0.18288
0.02459,0.0247,0.03657,0.04025,0.04113
0.08988,0.13395,0.13513,0.13776,0.14613
0.17659,0.196,0.20257,0.22005,0.22821
0.01807,0.02109,0.02629,0.03629,0.0469
0.05193,0.06719,0.06787,0.07311,0.0903
0.00651,0.01006,0.02242,0.02396,0.02644
0.02511,0.0262,0.02913,0.05969,0.06365
0.01657,0.03632,0.05268,0.0538,0.06521
0.08615,0.08893,0.13862,0.13917,0.14797
0.00487,0.00963,0.02337,0.03809,0.05344
0.01036,0.02601,0.04238,0.04474,0.04528
0.04561,0.05885,0.07212,0.08228,0.08552
0.09321,0.19926,0.20898,0.22215,0.22384
0.02072,0.07544,0.1118,0.15045,0.15228
0.03632,0.04681,0.06011,0.06099,0.07191
0.03819,0.04826,0.04945,0.05919,0.06037
0.06875,0.0847,0.0962,0.10047,0.101
0.02095,0.02331,0.04057,0.06257,0.06894
0.04323,0.05326,0.05551,0.05909,0.06128
0.0,8e-05,0.00115,0.01705,0.0235
0.00487,0.01208,0.01979,0.02795,0.05105
0.06875,0.0847,0.0962,0.10047,0.101
0.03971,0.04288,0.04917,0.07638,0.0842
0.02408,0.04404,0.04733,0.07956,0.10511
0.03745,0.05076,0.06142,0.06425,0.07134
0.03266,0.07334,0.09128,0.09525,0.10021
0.05193,0.0899,0.09539,0.0956,0.09888
0.00648,0.00824,0.01269,0.01402,0.01512
0.04741,0.08048,0.08809,0.10591,0.1085
0.01223,0.01991,0.0247,0.03239,0.03822
0.08224,0.1098,0.12325,0.12665,0.12945
0.0403,0.04158,0.04959,0.0591,0.06361
0.00396,0.03013,0.06315,0.06748,0.06787
0.02102,0.02763,0.04733,0.07747,0.08322
0.02012,0.02101,0.02581,0.03908,0.04005
0.01883,0.0224,0.02606,0.02716,0.03084
0.01765,0.02331,0.04602,0.06181,0.0631
0.04681,0.04937,0.05058,0.05268,0.05355
0.02526,0.02586,0.06131,0.06257,0.07598
0.04186,0.10258,0.13305,0.13721,0.14232
0.01088,0.01154,0.01818,0.02284,0.02398
0.04003,0.05361,0.06145,0.06429,0.06504
0.0078,0.00807,0.01081,0.01188,0.01323
0.04323,0.05326,0.05551,0.05909,0.06128
0.0122,0.01883,0.02338,0.03026,0.03071
0.04645,0.05718,0.05765,0.05844,0.07757
0.02508,0.03625,0.10663,0.11117,0.11548
0.07021,0.07598,0.0847,0.09102,0.09389
0.05525,0.16304,0.18028,0.18306,0.20496
0.02749,0.02934,0.02953,0.03088,0.04323
0.02059,0.02606,0.02838,0.03222,0.03448
0.01124,0.01333,0.01565,0.03717,0.04183
0.0357,0.06062,0.07093,0.07178,0.0821
0.02873,0.03144,0.03951,0.0439,0.04906
0.07659,0.09705,0.09961,0.10668,0.11053
0.02102,0.02408,0.0406,0.06177,0.06323
0.01778,0.02645,0.04111,0.05091,0.0512
0.04,0.04301,0.05267,0.05267,0.06095
0.00217,0.00332,0.00392,0.00487,0.00506
0.01936,0.02027,0.03052,0.03168,0.0372
0.03205,0.04633,0.04645,0.0553,0.08215
0.02326,0.02601,0.03064,0.04198,0.04984
0.0122,0.01311,0.0141,0.02158,0.02206
0.02913,0.04372,0.07584,0.07728,0.07818
0.01223,0.01991,0.0247,0.03239,0.03822
0.04956,0.06336,0.07302,0.07754,0.09307
0.02971,0.05346,0.0732,0.08911,0.09426
0.02735,0.02949,0.03111,0.05221,0.05237
0.0482,0.04994,0.05165,0.10006,0.10187
0.03633,0.06385,0.06701,0.06898,0.08331
0.01935,0.02415,0.0271,0.03554,0.03804
0.06114,0.07099,0.07736,0.08875,0.08933
0.03406,0.05237,0.05313,0.05569,0.06094
0.02092,0.03027,0.04055,0.06207,0.06792
0.04292,0.04734,0.04999,0.08895,0.10591
0.07098,0.08294,0.08297,0.08449,0.08575
0.01333,0.01532,0.01573,0.04317,0.0549
0.01653,0.044,0.06259,0.07291,0.07553
0.04298,0.04836,0.05415,0.06094,0.06114
0.05317,0.06099,0.0794,0.10467,0.11437
0.03961,0.06638,0.07456,0.0843,0.09187
0.05417,0.05935,0.06363,0.07407,0.07859
0.00788,0.00788,0.00788,0.01342,0.02049
0.1058,0.13368,0.13773,0.14045,0.14196
0.03331,0.06699,0.07414,0.10773,0.10786
0.01657,0.03632,0.05268,0.0538,0.06521
0.01449,0.01965,0.02376,0.02395,0.02614
0.0482,0.04994,0.05165,0.10006,0.10187
0.03633,0.05666,0.06087,0.07126,0.07425
0.01519,0.02171,0.03953,0.04452,0.04655
0.01976,0.04499,0.04737,0.05807,0.05895
0.05634,0.05691,0.06554,0.07675,0.07822
0.01661,0.0315,0.03202,0.03843,0.05162
0.02398,0.02906,0.03547,0.03566,0.0424
0.14813,0.1845,0.19774,0.2018,0.21995
0.05237,0.08216,0.09736,0.12064,0.12886
0.03288,0.03344,0.08003,0.10625,0.11145
0.02708,0.04941,0.05034,0.05336,0.05923
0.00367,0.00407,0.00902,0.01174,0.01237
0.00143,0.00352,0.01614,0.01969,0.02101
0.00143,0.00232,0.01332,0.01882,0.02012
0.00955,0.02219,0.02415,0.02923,0.02923
0.02465,0.03111,0.03481,0.04514,0.06421
0.05283,0.05852,0.05946,0.06565,0.07905
0.00571,0.00571,0.00628,0.00628,0.00686
0.02431,0.04778,0.04801,0.06181,0.06894
0.00749,0.0127,0.01288,0.01818,0.02027
0.01136,0.02171,0.02654,0.02886,0.0301
0.02984,0.05454,0.0631,0.0772,0.07831
0.06941,0.07612,0.0874,0.09096,0.0935
0.03864,0.04397,0.04878,0.06247,0.065
0.03331,0.06699,0.07414,0.10773,0.10786
0.03039,0.03499,0.05615,0.06879,0.06935
0.00487,0.00963,0.02337,0.03809,0.05344
0.03406,0.04082,0.05101,0.05352,0.05415
0.12851,0.13288,0.1454,0.19085,0.19578
0.08952,0.1068,0.1371,0.13966,0.15178
0.04313,0.04843,0.04999,0.10693,0.10996
0.02012,0.02101,0.02581,0.03908,0.04005
0.05317,0.05896,0.07082,0.09065,0.0981
0.03457,0.04343,0.04579,0.05765,0.06452
0.00694,0.01488,0.0235,0.03321,0.05489
0.01319,0.01371,0.0156,0.0169,0.02228
