0.000000000000000000e+00,0.000000000000000000e+00,1.600999951362609863e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.079999923706054688e+00,0.000000000000000000e+00,4.961999893188476562e+00,0.000000000000000000e+00,4.741000175476074219e+00,3.786999940872192383e+00,4.090000092983245850e-01,0.000000000000000000e+00,1.212000012397766113e+00,2.410000085830688477e+00,2.917999982833862305e+00,1.350000023841857910e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.560000061988830566e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.942999958992004395e+00,5.442999839782714844e+00,1.023000001907348633e+00,1.560000032186508179e-01,2.520000040531158447e-01,0.000000000000000000e+00,1.790000051259994507e-01,9.919999837875366211e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.500000178813934326e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.022799968719482422e+01,0.000000000000000000e+00,1.377000045776367188e+01,0.000000000000000000e+00,6.921000003814697266e+00,4.616000175476074219e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.964000225067138672e+00,8.920000195503234863e-01,7.107999801635742188e+00,1.432699966430664062e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.069999694824218750e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.303800010681152344e+01,1.666699981689453125e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.219999909400939941e-01,3.048000097274780273e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.080000281333923340e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.626999855041503906e+00,0.000000000000000000e+00,7.271999835968017578e+00,0.000000000000000000e+00,2.726000070571899414e+00,1.368999958038330078e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.476000070571899414e+00,1.975999951362609863e+00,1.947000026702880859e+00,6.190999984741210938e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.247999906539916992e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.969000101089477539e+00,8.954000473022460938e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.396000027656555176e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.100999951362609863e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.325999975204467773e+00,0.000000000000000000e+00,5.769999980926513672e+00,0.000000000000000000e+00,3.756999969482421875e+00,5.889999866485595703e-01,4.339999854564666748e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.297999858856201172e+00,0.000000000000000000e+00,2.053999900817871094e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.790000051259994507e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.169999957084655762e-01,7.199999809265136719e+00,9.110000133514404297e-01,4.959999918937683105e-01,3.869999945163726807e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.371000051498413086e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.694700050354003906e+01,0.000000000000000000e+00,6.817999839782714844e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.817999958992004395e+00,0.000000000000000000e+00,4.919000148773193359e+00,0.000000000000000000e+00,2.660000085830688477e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.509000062942504883e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.154100036621093750e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.490000009536743164e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.070000171661376953e+00,0.000000000000000000e+00,2.280000001192092896e-01,2.158499908447265625e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.957000017166137695e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.179699993133544922e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.451000213623046875e+00,2.187000036239624023e+00,0.000000000000000000e+00,1.534799957275390625e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.896999955177307129e+00,2.072000026702880859e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.827999949455261230e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.281000137329101562e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.016999816894531250e+01,0.000000000000000000e+00,1.197299957275390625e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.042899990081787109e+01,0.000000000000000000e+00,1.695199966430664062e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.380000114440917969e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.457699966430664062e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.550000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.370000004768371582e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.643000006675720215e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.812899971008300781e+01,0.000000000000000000e+00,1.196100044250488281e+01,1.034000039100646973e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.527999877929687500e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.627000093460083008e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.371400070190429688e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.420000076293945312e+00,3.141600036621093750e+01,0.000000000000000000e+00,1.514500045776367188e+01,9.498000144958496094e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.461699962615966797e+01,4.362999916076660156e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.659999966621398926e-01,3.039999961853027344e+00,0.000000000000000000e+00,8.711000442504882812e+00,0.000000000000000000e+00,1.662700080871582031e+01,0.000000000000000000e+00,2.089999914169311523e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.518000125885009766e+00,2.061000108718872070e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.527999877929687500e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.164000034332275391e+00,0.000000000000000000e+00,6.507999897003173828e+00,7.081999778747558594e+00,0.000000000000000000e+00,3.407999992370605469e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.289999961853027344e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.277900028228759766e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.993000030517578125e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.828000068664550781e+00,0.000000000000000000e+00,0.000000000000000000e+00
